Word,Specificity Score
santé,0.36329192719011016
maladie,0.24226208180866957
pouvoir,0.19860789008631821
médecine,0.17643828630150069
cas,0.15321002166179018
médecin,0.14849275344072299
cancer,0.128129100526017
traitement,0.1224932883279103
médical,0.10848160054256215
patient,0.10409127170315306
risque,0.10183383311551363
français,0.09120051894063276
travail,0.090546640177316506
permettre,0.086654504681386468
utiliser,0.086374270925679508
virus,0.085424589864672579
étude,0.085393452780705134
soin,0.08464616276548656
assurance,0.083167151277033141
infection,0.082310881467928532
service,0.082295312925944816
plus,0.081952805002302981
recherche,0.081376768948905331
général,0.071988938132722072
vaccin,0.071787388901295893
système,0.071241648117503498
centre,0.070992551445763968
enfant,0.070603337896170973
voir,0.069715931003098919
forme,0.069529108499294279
pays,0.068968640987880359
national,0.065605835919396796
que,0.064936388614096827
année,0.064796271736243347
mettre,0.064407058186650337
hôpital,0.064282509850780586
effet,0.060810724988410982
social,0.057977250347373915
grand,0.057681448049683233
vie,0.057650310965715788
maladies,0.057438076031094409
type,0.056949726576448381
professionnel,0.056856315324546061
références,0.056031182599408889
syndrome,0.055906634263539132
mort,0.055439578004027525
formation,0.054614445278890353
jour,0.054567739652939193
publique,0.053524647340029943
homme,0.052357006691250929
groupe,0.052107910019511407
être,0.051703127927934682
femme,0.05150073688214632
prendre,0.050146273729562665
nombre,0.048698399325076691
site,0.048480439737304606
activité,0.048340322859451126
association,0.048153500355646486
humain,0.048044520561760444
devenir,0.047670875554151157
clinique,0.047546327218281399
cellule,0.047266093462574439
partie,0.046892448454965152
exemple,0.04678346866107911
chirurgien,0.046581077615290747
différent,0.046285275317600065
population,0.04560025947031638
ans,0.045522416760397776
établissement,0.045397868424528018
produit,0.045335594256593136
développement,0.045335594256593136
action,0.045195477378739655
ainsi,0.045039791958902453
dire,0.044650578409309451
nombreux,0.044557167157407124
créer,0.044245796317732726
loi,0.043638623180367639
prévention,0.043576349012432757
présenter,0.043529643386481597
cause,0.043514074844497874
important,0.043405095050611832
niveau,0.042875764623165349
nécessaire,0.04201949481406074
charge,0.041848240852239815
vaccination,0.041783941745113247
chirurgie,0.041692555432402613
animal,0.041630281264467738
assurer,0.041381184592728215
rapport,0.041054245211070088
contre,0.040898559791232886
article,0.040882991249249163
école,0.040665031661477086
sein,0.040493777699656161
malade,0.040260249569900361
international,0.040026721440144554
donner,0.039933310188242234
concerner,0.038968060585251582
université,0.038734532455495782
membre,0.038563278493674864
partir,0.03853214140970742
politique,0.038469867241772537
sécurité,0.038454298699788822
externes,0.038423161615821377
atteindre,0.038329750363919057
particulier,0.038189633486065577
donnée,0.038174064944081855
tau,0.038080653692179535
sanitaire,0.038002810982260937
taux,0.03772257722655397
fin,0.037691440142586533
origine,0.037380069302912128
organisme,0.037053129921254008
lier,0.036913013043400521
test,0.036850738875465645
information,0.036850738875465645
dépistage,0.036795638567612948
public,0.036586073661742401
diagnostic,0.036368114073970316
monde,0.036352545531986594
suite,0.036290271364051718
fonction,0.036227997196116836
années,0.036227997196116836
connaître,0.035636392600735471
réaliser,0.035356158845028504
pratique,0.035247179051142462
janvier,0.035216041967175024
associer,0.035107062173288982
développer,0.035013650921386662
cours,0.034826828417582022
médicament,0.034826828417582022
domaine,0.034795691333614577
symptôme,0.034608868829809937
trouble,0.034499889035923895
scientifique,0.034499889035923895
base,0.034437614867989019
suivre,0.034437614867989019
temps,0.034375340700054137
mois,0.034344203616086692
moyen,0.034297497990135532
principal,0.034157381112282052
voie,0.033986127150461128
institut,0.03386157881459137
terme,0.033690324852770445
liste,0.033363385471112325
technique,0.03333224838714488
etc,0.033254405677226283
mars,0.0331921315092914
soins,0.033028870705351675
société,0.032849623585649558
rester,0.032802917959698398
corps,0.032475978578040278
aller,0.032444841494072833
américain,0.032382567326137951
produire,0.032335861700186791
famille,0.032289156074235631
million,0.032180176280349589
région,0.032102333570430991
facteur,0.031806531272740309
eau,0.031666414394886828
hospitalier,0.031573003142984502
entreprise,0.030810144585782216
responsable,0.030685596249912454
avril,0.030576616456026415
lieu,0.030576616456026415
spécifique,0.030545479372058974
examen,0.030529910830075252
foi,0.030514342288091533
possible,0.03028081415833573
raison,0.030016148944612488
laboratoire,0.030016148944612488
sang,0.029969443318661328
appeler,0.029891600608742727
utilisation,0.029829326440807845
âge,0.029735915188905525
publier,0.029611366853035764
and,0.029549092685100881
cadre,0.029299996013361359
juillet,0.029222153303442758
pharmacie,0.029222153303442758
mise,0.029206584761459039
européen,0.028817371211866033
juin,0.028288040784419547
régime,0.028241335158468387
réf,0.028163492448549786
contenir,0.028054512654663747
bactérie,0.028054512654663747
ancien,0.028007807028712587
tumeur,0.028007807028712587
résultat,0.027961101402761424
mesure,0.027929964318793986
rôle,0.027929964318793986
dose,0.027898827234826545
personnel,0.027883258692842826
peuvent,0.027852121608875385
augmenter,0.027727573273005623
infirmier,0.027649730563087022
problème,0.027509613685233539
provoquer,0.027416202433331219
supérieur,0.0274006338913475
organisation,0.0274006338913475
proposer,0.027322791181428899
protéine,0.027307222639445176
protection,0.027244948471510298
place,0.027244948471510298
projet,0.027104831593656818
présent,0.027058125967705654
passer,0.026980283257787053
aide,0.026886872005884733
traiter,0.026871303463901014
universitaire,0.026824597837949854
constituer,0.02673118658604753
thérapeutique,0.026715618044063812
février,0.026668912418112652
décembre,0.02649765845629173
mai,0.026373110120421969
espèce,0.026217424700584767
rendre,0.026155150532649885
science,0.026155150532649885
comprendre,0.026077307822731283
autorité,0.025874916776942921
qualité,0.025859348234959202
directeur,0.025812642609008042
programme,0.025781505525040601
obtenir,0.025765936983056882
fièvre,0.025703662815122
apparaître,0.025641388647187121
par,0.025423429059415036
étudiant,0.025298880723545275
antibiotique,0.025254435275019988
réseau,0.025236606555610396
représenter,0.025221038013626674
the,0.025189900929659236
évolution,0.025018646967838312
local,0.024956372799903433
porter,0.024878530089984831
condition,0.024831824464033671
toucher,0.02480068738006623
présence,0.02470727612816391
méthode,0.024676139044196469
octobre,0.024520453624359267
infecter,0.024286925494603467
ministère,0.024209082784684866
milieu,0.024177945700717424
sembler,0.024177945700717424
administration,0.024115671532782542
exposition,0.023975554654929062
avec,0.023959986112945343
durée,0.023882143403026742
zone,0.02363304673128722
connexes,0.023415087143515135
mission,0.023259401723677933
molécule,0.023197127555743054
épidémie,0.023181559013759331
gène,0.023165990471775613
conseil,0.023165990471775613
hépatite,0.023082406585185906
faible,0.023025873593922132
souvent,0.023018856754432025
part,0.022932462342019809
ville,0.02291689380003609
sociale,0.022916743380029074
transmission,0.022854619632101208
antigène,0.022853975180798007
viral,0.022843115288848255
sur,0.022839051090117489
agit,0.02282348254813377
anti,0.022792345464166329
titre,0.022761208380198888
montrer,0.022730071296231447
septembre,0.022698934212264009
dentaire,0.022667797128296568
plan,0.022667797128296568
novembre,0.022652228586312849
régional,0.022621091502345408
guérison,0.022621091502345408
équipe,0.022558817334410525
reconnaître,0.022543248792426807
mondial,0.022527680250443084
décès,0.022527680250443084
augmentation,0.022512111708459365
secteur,0.022449837540524487
entraîner,0.022449837540524487
armée,0.022434268998540764
période,0.022418700456557045
efficacité,0.022231877952752402
accident,0.022216309410768683
gestion,0.022107329616882641
chronique,0.022045055448947762
élever,0.022013918364980321
structure,0.022013918364980321
anticorps,0.021867543080702441
histoire,0.021842664403159399
militaire,0.021811527319191958
août,0.021795958777208239
jeune,0.021795958777208239
peau,0.021764821693240798
tissu,0.021718116067289638
divers,0.021671410441338478
production,0.021562430647452436
situer,0.021531293563484995
dernier,0.021531293563484995
pris,0.021484587937533835
décrire,0.021469019395550116
comme,0.021453450853566394
référence,0.021328902517696632
former,0.021282196891745472
pathologie,0.02121992272381059
adulte,0.02117321709785943
création,0.02107980584595711
prix,0.021048668761989669
enseignement,0.02098639459405479
contrôle,0.02093968896810363
substance,0.02093968896810363
trouver,0.020846277716201306
recevoir,0.020830709174217588
durant,0.020690592296364108
situation,0.020675023754380385
faculté,0.020628318128429225
lésion,0.020628318128429225
nommer,0.020597181044461784
réduire,0.020534906876526905
établir,0.020534906876526905
accès,0.020519338334543183
président,0.020519338334543183
auteur,0.020379221456689703
manière,0.020363652914705984
effectuer,0.020285810204787383
génétique,0.020254673120819942
ordre,0.020161261868917622
contact,0.02008341915899902
compte,0.020021144991064138
