Word,Specificity Score
redresse,1.0
routes,1.0
fondée,1.0
abandons,1.0
couvrant,1.0
prolongement,1.0
armées,1.0
traces,1.0
documents,1.0
occupent,1.0
chez,1.0
côtière,1.0
inversement,1.0
voici,1.0
accorde,1.0
existaient,1.0
poteaux,1.0
auquel,1.0
intermédiaires,1.0
côtes,1.0
impliquant,1.0
contournement,1.0
roumaine,1.0
claire,1.0
placés,1.0
fédérale,1.0
allemandes,1.0
soutenant,1.0
éditions,1.0
fondement,1.0
manqué,1.0
notamment,1.0
appellera,1.0
arrive,1.0
tourne,1.0
chiens,1.0
ordonne,1.0
adhèrent,1.0
quatre,1.0
autorisent,1.0
englobant,1.0
dix-neuf,1.0
expressions,1.0
forte,1.0
trois,1.0
accordent,1.0
minutes,1.0
accidents,1.0
impressionnante,1.0
vive,1.0
éteint,1.0
vendue,1.0
habituelle,1.0
révélé,1.0
associent,1.0
automobiles,1.0
aligne,1.0
séparés,1.0
opportunités,1.0
largement,1.0
attire,1.0
redoublé,1.0
entend,1.0
bandes,1.0
médiatisé,1.0
disputant,0.9934640522875817
américaine,0.9934640522875817
sections,0.9777777777777777
acquièrent,0.9722222222222222
caricatural,0.9722222222222222
détaillé,0.9678030303030303
répondant,0.9642857142857143
écartant,0.9642857142857143
attribue,0.9642857142857143
hôtels,0.9642857142857143
étudiantes,0.9642857142857143
appareils,0.9642857142857143
réellement,0.9642857142857143
désormais,0.9642857142857143
régule,0.9642857142857143
arrêts,0.9642857142857143
ânes,0.9555555555555556
assiste,0.9555555555555556
norweskiej,0.9545454545454546
basse,0.9523809523809523
éclate,0.9523809523809523
sienne,0.9523809523809523
établissent,0.9523809523809523
exacte,0.9523809523809523
provenant,0.9523809523809523
tapant,0.9523809523809523
inaugure,0.9523809523809523
efficaces,0.9523809523809523
innovations,0.9523809523809523
aborde,0.9523809523809523
enlèvent,0.9523809523809523
transformée,0.9523809523809523
attribuent,0.9523809523809523
historiens,0.9454545454545454
kombinacji,0.9454545454545454
offrent,0.9444444444444444
approches,0.9444444444444444
principalement,0.9444444444444444
alterne,0.9444444444444444
parmi,0.9444444444444444
déchéance,0.9444444444444444
failli,0.9358974358974359
accueils,0.9333333333333333
objectifs,0.9333333333333333
jiu,0.9333333333333333
rouvre,0.9333333333333333
catholiques,0.9333333333333333
compétences,0.9333333333333333
surveille,0.9333333333333333
représenté,0.9333333333333333
encadré,0.9333333333333333
incidents,0.9333333333333333
incite,0.9333333333333333
éducateurs,0.9333333333333333
formations,0.9333333333333333
ad,0.9333333333333333
assauts,0.9333333333333333
assez,0.9333333333333333
accroît,0.9333333333333333
aime,0.9333333333333333
unions,0.9333333333333333
raisonnement,0.9333333333333333
entrant,0.9333333333333333
coacher,0.9333333333333333
insectes,0.9285714285714286
lourde,0.9285714285714286
pleine,0.9285714285714286
entraine,0.9285714285714286
fonctionnaires,0.9285714285714286
employés,0.9285714285714286
quatorze,0.9285714285714286
consommé,0.9242424242424242
italienne,0.9166666666666666
appuis,0.9166666666666666
allongement,0.9166666666666666
utilisaient,0.9166666666666666
totalisant,0.9166666666666666
rubriques,0.9166666666666666
poles,0.9142857142857143
