Word,Specificity Score
intègrent,1.0
alimenté,1.0
intérieurs,1.0
achève,1.0
mm,1.0
erreurs,1.0
aboutit,1.0
saisons,1.0
oppose,1.0
opèrent,1.0
exporte,1.0
bat,1.0
auprès,1.0
augmente,1.0
début,1.0
canadienne,1.0
offraient,1.0
accorde,1.0
élégante,1.0
exigent,1.0
émettant,1.0
allait,1.0
apprécie,1.0
entrainant,1.0
évolutions,1.0
aérateurs,1.0
échappent,1.0
adaptant,1.0
dits,1.0
dix-neuf,1.0
autocollants,1.0
joueurs,1.0
alternatives,1.0
auquel,1.0
devenu,1.0
impériale,1.0
versé,1.0
effets,1.0
parfaite,1.0
toujours,1.0
élections,1.0
principalement,1.0
traite,1.0
bouclé,1.0
désengagement,1.0
confondues,1.0
arriva,1.0
soudain,1.0
préparée,1.0
instruments,1.0
utilisa,1.0
nationale,1.0
approuvé,1.0
arbres,1.0
entraîne,1.0
éprouvé,1.0
ira,1.0
afin,1.0
ft·lb,1.0
évoque,1.0
organismes,1.0
apparaissait,1.0
entrées,1.0
révélé,1.0
atteignant,1.0
actes,1.0
bordé,1.0
délais,1.0
affichait,1.0
facile,1.0
posé,1.0
élargit,0.9809523809523809
dégradé,0.9777777777777777
versions,0.9777777777777777
trois,0.9777777777777777
abonnés,0.9777777777777777
bi-turbocompresseur,0.9743589743589743
assurent,0.9722222222222222
poursuivi,0.9722222222222222
agriculteurs,0.9642857142857143
éloges,0.9642857142857143
insuffisante,0.9642857142857143
vingt-trois,0.9642857142857143
toutefois,0.9642857142857143
annule,0.9642857142857143
écrasé,0.9642857142857143
objectifs,0.9642857142857143
gardé,0.9642857142857143
empêchant,0.9642857142857143
élevée,0.9642857142857143
réalisations,0.9642857142857143
garni,0.9642857142857143
moteurs,0.9642857142857143
véhicules,0.9642857142857143
tiré,0.9642857142857143
hydrocarbures,0.9642857142857143
expositions,0.9642857142857143
assez,0.9555555555555556
lente,0.9555555555555556
voitures,0.9523809523809523
opposé,0.9523809523809523
décidé,0.9523809523809523
emploient,0.9523809523809523
routes,0.9523809523809523
ordonne,0.9523809523809523
organisent,0.9523809523809523
pleines,0.9444444444444444
bordée,0.9444444444444444
imagine,0.9444444444444444
problèmes,0.9444444444444444
concourant,0.9444444444444444
espéré,0.94
nationaux,0.9393939393939394
da,0.9333333333333333
entraine,0.9333333333333333
entièrement,0.9333333333333333
courante,0.9333333333333333
éventuelles,0.9333333333333333
offerte,0.9333333333333333
piégée,0.9333333333333333
existaient,0.9333333333333333
euro,0.9333333333333333
composées,0.9333333333333333
outre,0.9333333333333333
agrément,0.9333333333333333
pensé,0.9333333333333333
retirés,0.9333333333333333
accords,0.9285714285714286
achètent,0.9285714285714286
parmi,0.9285714285714286
îles,0.9285714285714286
norvégienne,0.9285714285714286
lie,0.9285714285714286
demandant,0.9285714285714286
autorise,0.9285714285714286
finissant,0.9285714285714286
déclinant,0.9264705882352942
ailerons,0.9230769230769231
utilise,0.9166666666666666
exportations,0.9166666666666666
catégories,0.9166666666666666
branches,0.9166666666666666
vingt-sept,0.9166666666666666
appellent,0.9134199134199135
branchement,0.9111111111111111
industriels,0.9111111111111111
avertisseurs,0.9111111111111111
employés,0.9111111111111111
imposées,0.9111111111111111
espère,0.9111111111111111
résolu,0.9111111111111111
innovant,0.9111111111111111
tenu,0.9111111111111111
ma,0.9047619047619048
actuelle,0.9047619047619048
étudiants,0.9047619047619048
décrochement,0.9047619047619048
in,0.9047619047619048
haute,0.9047619047619048
en,0.9047619047619048
sérieusement,0.9047619047619048
bloque,0.9047619047619048
ajoutant,0.9047619047619048
emploie,0.9047619047619048
niveaux,0.9047619047619048
exclu,0.9047619047619048
équipent,0.9047619047619048
améliorant,0.9047619047619048
utilisent,0.9047619047619048
cat,0.9015384615384615
nécessitant,0.9
quinze,0.9
usines,0.8974358974358975
réserves,0.8928571428571429
morale,0.8928571428571429
autos,0.8928571428571429
dispensé,0.8928571428571429
expériences,0.8928571428571429
encourage,0.8928571428571429
installations,0.8928571428571429
générations,0.8928571428571429
vitres,0.8928571428571429
imposante,0.8928571428571429
entraînant,0.8928571428571429
espoirs,0.8928571428571429
enjoliveurs,0.8928571428571429
incarne,0.8928571428571429
élevées,0.8928571428571429
angles,0.8928571428571429
acquit,0.8909090909090909
affecte,0.8901098901098901
réglé,0.8888888888888888
axes,0.8888888888888888
agglomérations,0.8888888888888888
quatorze,0.8888888888888888
existait,0.8888888888888888
intérêts,0.8888888888888888
motorisés,0.8888888888888888
s,0.8888888888888888
implantations,0.8888888888888888
hormis,0.8888888888888888
évolue,0.8857142857142857
allie,0.8846153846153846
scellé,0.8791208791208791
autocars,0.8666666666666667
appris,0.8666666666666667
décollement,0.8666666666666667
innovations,0.8666666666666667
obtient,0.8666666666666667
couvrant,0.8666666666666667
couverte,0.8666666666666667
départements,0.8666666666666667
oblige,0.8666666666666667
podiums,0.8666666666666667
exige,0.8666666666666667
développant,0.8666666666666667
électriques,0.8666666666666667
lorsque,0.8636363636363636
excède,0.8623481781376519
ton,0.8611111111111112
indiquent,0.8611111111111112
désirant,0.8611111111111112
entretient,0.8611111111111112
glissement,0.8611111111111112
atteignent,0.8611111111111112
attractions,0.8602941176470589
engins,0.8583333333333333
huit,0.857707509881423
arceaux,0.8571428571428571
aventures,0.8571428571428571
crevette,0.8571428571428571
réuni,0.8571428571428571
aspects,0.8571428571428571
utilisations,0.8571428571428571
vienne,0.8571428571428571
partageant,0.8571428571428571
architectes,0.8571428571428571
établissements,0.8571428571428571
effectuant,0.8571428571428571
excellente,0.8571428571428571
notamment,0.8571428571428571
infractions,0.8571428571428571
habitats,0.8571428571428571
agents,0.8571428571428571
totalisant,0.8562091503267973
remportée,0.85
dessous,0.85
italienne,0.8484848484848485
mini-citadines,0.8448275862068966
pistons,0.8444444444444444
fortement,0.8444444444444444
remis,0.8444444444444444
sauf,0.8444444444444444
adopte,0.8444444444444444
tonnes,0.8444444444444444
amortisseurs,0.8398268398268398
appelait,0.8380952380952381
essaye,0.8368421052631579
utilitaires,0.8363636363636363
retardé,0.8363636363636363
assemblé,0.8363363363363363
jusque,0.8338461538461538
américaine,0.8333333333333334
imposé,0.8333333333333334
offrait,0.8333333333333334
rien,0.8333333333333334
originale,0.8333333333333334
motorisé,0.8333333333333334
échelons,0.8333333333333334
libéré,0.8333333333333334
louée,0.8333333333333334
prolongateur,0.8319327731092437
possèdera,0.8313090418353576
offert,0.8298850574712644
berlinettes,0.8286445012787724
faux-cabriolet,0.8285714285714286
lâche,0.8276923076923077
utilisant,0.8241758241758241
activity,0.8235294117647058
imposantes,0.8222222222222222
grise,0.8222222222222222
imposés,0.8222222222222222
évènements,0.8222222222222222
espérant,0.8222222222222222
offrent,0.8222222222222222
arrangement,0.8222222222222222
interactions,0.8222222222222222
lourdes,0.8214285714285714
armées,0.8214285714285714
plusieurs,0.8214285714285714
laissées,0.8214285714285714
organes,0.8210526315789474
électrons,0.8205128205128205
dix-huit,0.8205128205128205
bords,0.8205128205128205
positionnement,0.819047619047619
accessoires,0.8169934640522876
facelift,0.8151404151404151
préférant,0.8131868131868132
militaro-industriel,0.8122448979591836
hat,0.8122332859174964
dur,0.8104575163398693
étoiles,0.8104575163398693
lowriding,0.8103448275862069
ouvrent,0.8102766798418972
indienne,0.8095238095238095
écartement,0.8095238095238095
coupée,0.8095238095238095
marqué,0.8095238095238095
outils,0.8095238095238095
quatorzième,0.8095238095238095
empêche,0.8088235294117647
améliore,0.8088235294117647
baroudeuse,0.8063680118474639
ampoules,0.8055555555555556
mono-point,0.8052631578947368
brûlé,0.803921568627451
disposant,0.803921568627451
établit,0.8025551684088269
monopoint,0.8018987341772152
grosse,0.8017718715393134
adoptant,0.8014705882352942
segments,0.8
séries,0.8
empruntent,0.8
plate,0.8
améliorait,0.8
près,0.8
utilisateurs,0.8
réarmement,0.8
lanceurs,0.8
paru,0.8
occupée,0.8
introduit,0.8
salariés,0.8
automotrices,0.8
créé,0.8
successeure,0.8
offres,0.7984126984126985
remonte,0.7949579831932773
doux,0.7948717948717948
actualisation,0.7942887361184559
procure,0.7941176470588235
associe,0.7926530612244898
pony,0.791578947368421
tirée,0.7912087912087912
atteint,0.7908496732026143
récapitulatif,0.7902597402597402
cid,0.7898305084745763
hatchback,0.7895437895437896
spyder,0.7873873873873873
types,0.7867647058823529
chargement,0.7867647058823529
commis,0.7857142857142857
diminuant,0.7857142857142857
appendices,0.7857142857142857
ateliers,0.7857142857142857
brune,0.7857142857142857
cabrio,0.7854609929078015
dérivée,0.7845679012345679
ludospaces,0.782716049382716
prolongement,0.782608695652174
rebadgés,0.7819548872180451
remodelage,0.7819074333800842
écrans,0.7818181818181819
dessus,0.7815384615384615
reconduite,0.780952380952381
répondant,0.7802197802197802
appartenant,0.7801899592944369
giron,0.7798701298701298
puis,0.7798076923076923
dépassant,0.7794117647058824
recommandé,0.7789855072463768
mia,0.7789529349550502
révérence,0.778672032193159
bi-carburation,0.778164924506388
enrichi,0.778164924506388
points,0.7777777777777778
absolue,0.7777777777777778
rate,0.7777777777777778
enseignes,0.7777777777777778
accrue,0.7777777777777778
mieux,0.7777777777777778
exprime,0.7777777777777778
heurté,0.7777777777777778
speedster,0.7773232028053769
milanais,0.7770797639444127
plug-in,0.7757800105764145
essayeur,0.7757575757575758
